Match_no,Match_Between,Team_Innings,Batsman_Name,Batting_Position,Dismissal,Runs,Balls,4s,6s,Strike_Rate
1,England vs New Zealand,England,Jonny Bairstow,1,c Daryl Mitchell b Mitchell Santner,33,35,4,1,94.3
1,England vs New Zealand,England,Dawid Malan,2,c Tom Latham b Matt Henry,14,24,2,0,58.3
1,England vs New Zealand,England,Joe Root,3,b Glenn Phillips,77,86,4,1,89.5
1,England vs New Zealand,England,Harry Brook,4,c Devon Conway b Rachin Ravindra,25,16,4,1,156.3
1,England vs New Zealand,England,Moeen Ali,5,b Glenn Phillips,11,17,1,0,64.7
1,England vs New Zealand,England,Jos Buttler,6,c Tom Latham b Matt Henry,43,42,2,2,102.4
1,England vs New Zealand,England,Liam Livingstone,7,c Matt Henry b Trent Boult,20,22,3,0,90.9
1,England vs New Zealand,England,Sam Curran,8,c Tom Latham b Matt Henry,14,19,0,0,73.7
1,England vs New Zealand,England,Chris Woakes,9,c Will Young b Mitchell Santner,11,12,1,0,91.7
1,England vs New Zealand,England,Adil Rashid,10,not out,15,13,0,1,115.4
1,England vs New Zealand,England,Mark Wood,11,not out,13,14,0,0,92.9
1,England vs New Zealand,New Zealand,Devon Conway,1,not out,152,121,19,3,125.6
1,England vs New Zealand,New Zealand,Will Young,2,c Jos Buttler b Sam Curran,0,1,0,0,0
1,England vs New Zealand,New Zealand,Rachin Ravindra,3,not out,123,96,11,5,128.1
2,Pakistan vs Netherlands,Pakistan,Fakhar Zaman,1,c & b Logan van Beek,12,15,3,0,80
2,Pakistan vs Netherlands,Pakistan,Imam-ul-Haq,2,c Aryan Dutt b Paul van Meekeren,15,19,2,0,78.9
2,Pakistan vs Netherlands,Pakistan,Babar Azam,3,c Saqib Zulfiqar b Colin Ackermann,5,18,0,0,27.8
2,Pakistan vs Netherlands,Pakistan,Mohammad Rizwan,4,b Bas de Leede,68,75,8,0,90.7
2,Pakistan vs Netherlands,Pakistan,Saud Shakeel,5,c Saqib Zulfiqar b Aryan Dutt,68,52,9,1,130.8
2,Pakistan vs Netherlands,Pakistan,Iftikhar Ahmed,6,c Scott Edwards b Bas de Leede,9,11,1,0,81.8
2,Pakistan vs Netherlands,Pakistan,Mohammad Nawaz,7,run out (Paul van Meekeren/Colin Ackermann),39,43,4,0,90.7
2,Pakistan vs Netherlands,Pakistan,Shadab Khan,8,b Bas de Leede,32,34,2,1,94.1
2,Pakistan vs Netherlands,Pakistan,Hasan Ali,9,lbw b Bas de Leede,0,1,0,0,0
2,Pakistan vs Netherlands,Pakistan,Shaheen Afridi,10,not out,13,12,2,0,108.3
2,Pakistan vs Netherlands,Pakistan,Haris Rauf,11,st Scott Edwards b Colin Ackermann,16,14,2,1,114.3
2,Pakistan vs Netherlands,Netherlands,Vikramjit Singh,1,c Fakhar Zaman b Shadab Khan,52,67,4,1,77.6
2,Pakistan vs Netherlands,Netherlands,Max O'Dowd,2,c Shaheen Afridi b Hasan Ali,5,12,1,0,41.7
2,Pakistan vs Netherlands,Netherlands,Colin Ackermann,3,b Iftikhar Ahmed,17,21,3,0,81
2,Pakistan vs Netherlands,Netherlands,Bas de Leede,4,b Mohammad Nawaz,67,68,6,2,98.5
2,Pakistan vs Netherlands,Netherlands,Teja Nidamanuru,5,c Fakhar Zaman b Haris Rauf,5,9,1,0,55.6
2,Pakistan vs Netherlands,Netherlands,Scott Edwards,6,lbw b Haris Rauf,0,2,0,0,0
2,Pakistan vs Netherlands,Netherlands,Saqib Zulfiqar,7,lbw b Shaheen Afridi,10,18,1,0,55.6
2,Pakistan vs Netherlands,Netherlands,Roelof van der Merwe,8,run out (Babar Azam/Mohammad Rizwan),4,7,0,0,57.1
2,Pakistan vs Netherlands,Netherlands,Logan van Beek,9,not out,28,28,3,1,100
2,Pakistan vs Netherlands,Netherlands,Aryan Dutt,10,b Hasan Ali,1,2,0,0,50
2,Pakistan vs Netherlands,Netherlands,Paul van Meekeren,11,b Haris Rauf,7,12,1,0,58.3
3,Afghanistan vs Bangladesh,Afghanistan,Rahmanullah Gurbaz,1,c Tanzid Hasan b Mustafizur Rahman,47,62,4,1,75.8
3,Afghanistan vs Bangladesh,Afghanistan,Ibrahim Zadran,2,c Tanzid Hasan b Shakib Al Hasan,22,25,3,1,88
3,Afghanistan vs Bangladesh,Afghanistan,Rahmat Shah,3,c Litton Das b Shakib Al Hasan,18,25,1,0,72
3,Afghanistan vs Bangladesh,Afghanistan,Hashmatullah Shahidi,4,c Towhid Hridoy b Mehidy Hasan Miraz,18,38,2,0,47.4
3,Afghanistan vs Bangladesh,Afghanistan,Najibullah Zadran,5,b Shakib Al Hasan,5,13,0,0,38.5
3,Afghanistan vs Bangladesh,Afghanistan,Mohammad Nabi,6,b Taskin Ahmed,6,12,0,0,50
3,Afghanistan vs Bangladesh,Afghanistan,Azmatullah Omarzai,7,b Shoriful Islam,22,20,4,0,110
3,Afghanistan vs Bangladesh,Afghanistan,Rashid Khan,8,b Mehidy Hasan Miraz,9,16,1,0,56.3
3,Afghanistan vs Bangladesh,Afghanistan,Mujeeb Ur Rahman,9,b Mehidy Hasan Miraz,1,4,0,0,25
3,Afghanistan vs Bangladesh,Afghanistan,Naveen-ul-Haq,10,c Towhid Hridoy b Shoriful Islam,0,6,0,0,0
3,Afghanistan vs Bangladesh,Afghanistan,Fazalhaq Farooqi,11,not out,0,3,0,0,0
3,Afghanistan vs Bangladesh,Bangladesh,Tanzid Hasan,1,run out Najibullah Zadran,5,13,1,0,38.5
3,Afghanistan vs Bangladesh,Bangladesh,Litton Das,2,b Fazalhaq Farooqi,13,18,2,0,72.2
3,Afghanistan vs Bangladesh,Bangladesh,Mehidy Hasan Miraz,3,c Rahmat Shah b Naveen-ul-Haq,57,73,5,0,78.1
3,Afghanistan vs Bangladesh,Bangladesh,Najmul Hossain Shanto,4,not out,59,83,3,1,71.1
3,Afghanistan vs Bangladesh,Bangladesh,Shakib Al Hasan,5,c Fazalhaq Farooqi b Azmatullah Omarzai,14,19,2,0,73.7
3,Afghanistan vs Bangladesh,Bangladesh,Mustafizur Rahman,6,not out,2,3,0,0,66.7
4,South Africa vs Sri Lanka,South Africa,Quinton de Kock,1,c Dhananjaya de Silva b Matheesha Pathirana,100,84,12,3,119
4,South Africa vs Sri Lanka,South Africa,Temba Bavuma,2,lbw b Dilshan Madushanka,8,5,2,0,160
4,South Africa vs Sri Lanka,South Africa,Rassie van der Dussen,3,c Sadeera Samarawickrama b Dunith Wellalage,108,110,13,2,98.2
4,South Africa vs Sri Lanka,South Africa,Aiden Markram,4,c Kasun Rajitha b Dilshan Madushanka,106,54,14,3,196.3
4,South Africa vs Sri Lanka,South Africa,Heinrich Klaasen,5,c Dasun Shanaka b Kasun Rajitha,32,20,1,3,160
4,South Africa vs Sri Lanka,South Africa,David Miller,6,not out,39,21,3,2,185.7
4,South Africa vs Sri Lanka,South Africa,Marco Jansen,7,not out,12,7,0,1,171.4
4,South Africa vs Sri Lanka,Sri Lanka,Pathum Nissanka,1,b Marco Jansen,0,3,0,0,0
4,South Africa vs Sri Lanka,Sri Lanka,Kusal Janith Perera,2,b Marco Jansen,7,15,1,0,46.7
4,South Africa vs Sri Lanka,Sri Lanka,Kusal Mendis,3,c Heinrich Klaasen b Kagiso Rabada,76,42,4,8,181
4,South Africa vs Sri Lanka,Sri Lanka,Sadeera Samarawickrama,4,c Marco Jansen b Gerald Coetzee,23,19,3,1,121.1
4,South Africa vs Sri Lanka,Sri Lanka,Charith Asalanka,5,c Reeza Hendricks sub b Lungi Ngidi,79,65,8,4,121.5
4,South Africa vs Sri Lanka,Sri Lanka,Dhananjaya de Silva,6,c Andile Phehlukwayo sub b Keshav Maharaj,11,14,1,0,78.6
4,South Africa vs Sri Lanka,Sri Lanka,Dasun Shanaka,7,b Keshav Maharaj,68,62,6,3,109.7
4,South Africa vs Sri Lanka,Sri Lanka,Dunith Wellalage,8,c Heinrich Klaasen b Gerald Coetzee,0,1,0,0,0
4,South Africa vs Sri Lanka,Sri Lanka,Kasun Rajitha,9,c Aiden Markram b Gerald Coetzee,33,31,4,1,106.5
4,South Africa vs Sri Lanka,Sri Lanka,Matheesha Pathirana,10,b Kagiso Rabada,5,16,1,0,31.3
4,South Africa vs Sri Lanka,Sri Lanka,Dilshan Madushanka,11,not out,4,2,1,0,200
5,Australia vs India,Australia,David Warner,1,c & b Kuldeep Yadav,41,52,6,0,78.8
5,Australia vs India,Australia,Mitchell Marsh,2,c Virat Kohli b Jasprit Bumrah,0,6,0,0,0
5,Australia vs India,Australia,Steve Smith,3,b Ravindra Jadeja,46,71,5,0,64.8
5,Australia vs India,Australia,Marnus Labuschagne,4,c KL Rahul b Ravindra Jadeja,27,41,1,0,65.9
5,Australia vs India,Australia,Glenn Maxwell,5,b Kuldeep Yadav,15,25,1,0,60
5,Australia vs India,Australia,Alex Carey,6,lbw b Ravindra Jadeja,0,2,0,0,0
5,Australia vs India,Australia,Cameron Green,7,c Hardik Pandya b Ravichandran Ashwin,8,20,0,0,40
5,Australia vs India,Australia,Pat Cummins,8,c Shreyas Iyer b Jasprit Bumrah,15,24,1,1,62.5
5,Australia vs India,Australia,Mitchell Starc,9,c Shreyas Iyer b Mohammed Siraj,28,35,2,1,80
5,Australia vs India,Australia,Adam Zampa,10,c Virat Kohli b Hardik Pandya,6,20,0,0,30
5,Australia vs India,Australia,Josh Hazlewood,11,not out,1,1,0,0,100
5,Australia vs India,India,Rohit Sharma,1,lbw b Josh Hazlewood,0,6,0,0,0
5,Australia vs India,India,Ishan Kishan,2,c Cameron Green b Mitchell Starc,0,1,0,0,0
5,Australia vs India,India,Virat Kohli,3,c Marnus Labuschagne b Josh Hazlewood,85,116,6,0,73.3
5,Australia vs India,India,Shreyas Iyer,4,c David Warner b Josh Hazlewood,0,3,0,0,0
5,Australia vs India,India,KL Rahul,5,not out,97,115,8,2,84.3
5,Australia vs India,India,Hardik Pandya,6,not out,11,8,0,1,137.5
6,New Zealand vs Netherlands,New Zealand,Devon Conway,1,c Bas de Leede b Roelof van der Merwe,32,40,5,1,80
6,New Zealand vs Netherlands,New Zealand,Will Young,2,c Bas de Leede b Paul van Meekeren,70,80,7,2,87.5
6,New Zealand vs Netherlands,New Zealand,Rachin Ravindra,3,c Scott Edwards b Roelof van der Merwe,51,51,3,1,100
6,New Zealand vs Netherlands,New Zealand,Daryl Mitchell,4,b Paul van Meekeren,48,47,5,2,102.1
6,New Zealand vs Netherlands,New Zealand,Tom Latham,5,st Scott Edwards b Aryan Dutt,53,46,6,1,115.2
6,New Zealand vs Netherlands,New Zealand,Glenn Phillips,6,c Scott Edwards b Bas de Leede,4,4,1,0,100
6,New Zealand vs Netherlands,New Zealand,Mark Chapman,7,c Roelof van der Merwe b Aryan Dutt,5,13,0,0,38.5
6,New Zealand vs Netherlands,New Zealand,Mitchell Santner,8,not out,36,17,3,2,211.8
6,New Zealand vs Netherlands,New Zealand,Matt Henry,9,not out,10,4,0,1,250
6,New Zealand vs Netherlands,Netherlands,Vikramjit Singh,1,b Matt Henry,12,20,1,0,60
6,New Zealand vs Netherlands,Netherlands,Max O'Dowd,2,lbw b Mitchell Santner,16,31,2,0,51.6
6,New Zealand vs Netherlands,Netherlands,Colin Ackermann,3,c Matt Henry b Mitchell Santner,69,73,5,0,94.5
6,New Zealand vs Netherlands,Netherlands,Bas de Leede,4,c Trent Boult b Rachin Ravindra,18,25,3,0,72
6,New Zealand vs Netherlands,Netherlands,Teja Nidamanuru,5,run out (Lockie Ferguson/Tom Latham),21,26,2,1,80.8
6,New Zealand vs Netherlands,Netherlands,Scott Edwards,6,c & b Mitchell Santner,30,27,2,1,111.1
6,New Zealand vs Netherlands,Netherlands,Sybrand Engelbrecht,7,c Devon Conway b Matt Henry,29,34,3,0,85.3
6,New Zealand vs Netherlands,Netherlands,Roelof van der Merwe,8,c Matt Henry b Mitchell Santner,1,6,0,0,16.7
6,New Zealand vs Netherlands,Netherlands,Ryan Klein,9,lbw b Mitchell Santner,8,15,0,0,53.3
6,New Zealand vs Netherlands,Netherlands,Aryan Dutt,10,b Matt Henry,11,20,0,1,55
6,New Zealand vs Netherlands,Netherlands,Paul van Meekeren,11,not out,4,3,1,0,133.3
7,England vs Bangladesh,England,Jonny Bairstow,1,b Shakib Al Hasan,52,59,8,0,88.136
7,England vs Bangladesh,England,Dawid Malan,2,b Mahedi Hasan,140,107,16,5,130.841
7,England vs Bangladesh,England,Joe Root,3,c Mushfiqur Rahim b Shoriful Islam,82,68,8,1,120.588
7,England vs Bangladesh,England,Jos Buttler,4,b Shoriful Islam,20,10,1,1,200
7,England vs Bangladesh,England,Harry Brook,5,c Litton Das b Mahedi Hasan,20,15,3,0,133.333
7,England vs Bangladesh,England,Liam Livingstone,6,b Shoriful Islam,0,1,0,0,0
7,England vs Bangladesh,England,Sam Curran,7,c Najmul Hossain Shanto b Mahedi Hasan,11,15,1,0,73.333
7,England vs Bangladesh,England,Chris Woakes,8,c Mahedi Hasan b Taskin Ahmed,14,11,2,0,127.273
7,England vs Bangladesh,England,Adil Rashid,9,c Najmul Hossain Shanto b Mahedi Hasan,11,7,1,0,157.143
7,England vs Bangladesh,England,Mark Wood,10,not out,6,5,1,0,120
7,England vs Bangladesh,England,Reece Topley,11,not out,1,2,0,0,50
7,England vs Bangladesh,Bangladesh,Litton Das,1,c Jos Buttler b Chris Woakes,76,66,7,2,115.152
7,England vs Bangladesh,Bangladesh,Tanzim Hasan,2,c Jonny Bairstow b Reece Topley,1,2,0,0,50
7,England vs Bangladesh,Bangladesh,Najmul Hossain Shanto,3,c Liam Livingstone b Reece Topley,0,1,0,0,0
7,England vs Bangladesh,Bangladesh,Shakib Al Hasan,4,b Reece Topley,1,9,0,0,11.111
7,England vs Bangladesh,Bangladesh,Mehidy Hasan Miraz,5,c Jos Buttler b Chris Woakes,8,7,1,0,114.286
7,England vs Bangladesh,Bangladesh,Mushfiqur Rahim,6,c Adil Rashid b Reece Topley,51,64,4,0,79.688
7,England vs Bangladesh,Bangladesh,Towhid Hridoy,7,c Jos Buttler b Liam Livingstone,39,61,2,0,63.934
7,England vs Bangladesh,Bangladesh,Mahedi Hasan,8,b Adil Rashid,14,32,1,0,43.75
7,England vs Bangladesh,Bangladesh,Taskin Ahmed,9,b Sam Curran,15,25,0,1,60
7,England vs Bangladesh,Bangladesh,Shoriful Islam,10,b Mark Wood,12,14,2,0,85.714
7,England vs Bangladesh,Bangladesh,Mustafizur Rahman,11,not out,3,9,0,0,33.333
8,Sri Lanka vs Pakistan,Sri Lanka,Pathum Nissanka,1,c Abdullah Shafique b Shadab Khan,51,61,7,1,83.607
8,Sri Lanka vs Pakistan,Sri Lanka,Kusal Janith Perera,2,c Mohammad Rizwan b Hasan Ali,0,4,0,0,0
8,Sri Lanka vs Pakistan,Sri Lanka,Kusal Mendis,3,c Imam-ul-Haq b Hasan Ali,122,77,14,6,158.442
8,Sri Lanka vs Pakistan,Sri Lanka,Sadeera Samarawickrama,4,c Mohammad Rizwan b Hasan Ali,108,89,11,2,121.348
8,Sri Lanka vs Pakistan,Sri Lanka,Charith Asalanka,5,c Mohammad Rizwan b Hasan Ali,1,3,0,0,33.333
8,Sri Lanka vs Pakistan,Sri Lanka,Dhananjaya de Silva,6,c Shaheen Afridi b Mohammad Nawaz,25,34,3,0,73.529
8,Sri Lanka vs Pakistan,Sri Lanka,Dasun Shanaka,7,c Babar Azam b Shaheen Afridi,12,18,0,0,66.667
8,Sri Lanka vs Pakistan,Sri Lanka,Dunith Wellalage,8,c Abdullah Shafique b Haris Rauf,10,8,1,0,125
8,Sri Lanka vs Pakistan,Sri Lanka,Maheesh Theekshana,9,b Haris Rauf,0,4,0,0,0
8,Sri Lanka vs Pakistan,Sri Lanka,Matheesha Pathirana,10,run out,1,3,0,0,33.333
8,Sri Lanka vs Pakistan,Pakistan,Abdullah Shafique,1,c Dushan Hemantha sub b Matheesha Pathirana,113,103,10,3,109.709
8,Sri Lanka vs Pakistan,Pakistan,Imam-ul-Haq,2,c Kusal Janith Perera b Dilshan Madushanka,12,12,1,0,100
8,Sri Lanka vs Pakistan,Pakistan,Babar Azam,3,c Sadeera Samarawickrama b Dilshan Madushanka,10,15,1,0,66.667
8,Sri Lanka vs Pakistan,Pakistan,Mohammad Rizwan,4,not out,131,121,8,3,108.264
8,Sri Lanka vs Pakistan,Pakistan,Saud Shakeel,5,c Dunith Wellalage b Maheesh Theekshana,31,30,2,0,103.333
8,Sri Lanka vs Pakistan,Pakistan,Iftikhar Ahmed,6,not out,22,10,4,0,220
9,Afghanistan vs India,Afghanistan,Rahmanullah Gurbaz,1,c Shardul Thakur b Hardik Pandya,21,28,3,1,75
9,Afghanistan vs India,Afghanistan,Ibrahim Zadran,2,c KL Rahul b Jasprit Bumrah,22,28,4,0,78.6
9,Afghanistan vs India,Afghanistan,Rahmat Shah,3,lbw b Shardul Thakur,16,22,3,0,72.7
9,Afghanistan vs India,Afghanistan,Hashmatullah Shahidi,4,lbw b Kuldeep Yadav,80,88,8,1,90.9
9,Afghanistan vs India,Afghanistan,Azmatullah Omarzai,5,b Hardik Pandya,62,69,2,4,89.9
9,Afghanistan vs India,Afghanistan,Mohammad Nabi,6,lbw b Jasprit Bumrah,19,27,1,0,70.4
9,Afghanistan vs India,Afghanistan,Najibullah Zadran,7,c Virat Kohli b Jasprit Bumrah,2,8,0,0,25
9,Afghanistan vs India,Afghanistan,Rashid Khan,8,c Kuldeep Yadav b Jasprit Bumrah,16,12,1,1,133.3
9,Afghanistan vs India,Afghanistan,Mujeeb Ur Rahman,9,not out,10,12,2,0,83.3
9,Afghanistan vs India,Afghanistan,Naveen-ul-Haq,10,not out,9,8,1,0,112.5
9,Afghanistan vs India,India,Rohit Sharma,1,b Rashid Khan,131,84,16,5,156
9,Afghanistan vs India,India,Ishan Kishan,2,c Ibrahim Zadran b Rashid Khan,47,47,5,2,100
9,Afghanistan vs India,India,Virat Kohli,3,not out,55,56,6,0,98.2
9,Afghanistan vs India,India,Shreyas Iyer,4,not out,25,23,1,1,108.7
10,South Africa vs Australia,South Africa,Quinton de Kock,1,b Glenn Maxwell,109,106,8,5,102.83
47,South Africa vs Australia,South Africa,Quinton de Kock,1,b Glenn Maxwell,109,106,8,5,102.83
10,South Africa vs Australia,South Africa,Temba Bavuma,2,c David Warner b Glenn Maxwell,35,55,2,0,63.636
47,South Africa vs Australia,South Africa,Temba Bavuma,2,c David Warner b Glenn Maxwell,35,55,2,0,63.636
10,South Africa vs Australia,South Africa,Rassie van der Dussen,3,c Sean Abbott sub b Adam Zampa,26,30,2,0,86.667
47,South Africa vs Australia,South Africa,Rassie van der Dussen,3,c Sean Abbott sub b Adam Zampa,26,30,2,0,86.667
10,South Africa vs Australia,South Africa,Aiden Markram,4,c Josh Hazlewood b Pat Cummins,56,44,7,1,127.273
47,South Africa vs Australia,South Africa,Aiden Markram,4,c Josh Hazlewood b Pat Cummins,56,44,7,1,127.273
10,South Africa vs Australia,South Africa,Heinrich Klaasen,5,c Josh Inglis b Josh Hazlewood,29,27,3,0,107.407
47,South Africa vs Australia,South Africa,Heinrich Klaasen,5,c Josh Inglis b Josh Hazlewood,29,27,3,0,107.407
10,South Africa vs Australia,South Africa,David Miller,6,b Mitchell Starc,17,13,1,1,130.769
47,South Africa vs Australia,South Africa,David Miller,6,b Mitchell Starc,17,13,1,1,130.769
10,South Africa vs Australia,South Africa,Marco Jansen,7,c David Warner b Mitchell Starc,26,22,3,1,118.182
47,South Africa vs Australia,South Africa,Marco Jansen,7,c David Warner b Mitchell Starc,26,22,3,1,118.182
10,South Africa vs Australia,South Africa,Kagiso Rabada,8,not out,0,1,0,0,0
47,South Africa vs Australia,South Africa,Kagiso Rabada,8,not out,0,1,0,0,0
10,South Africa vs Australia,South Africa,Keshav Maharaj,9,not out,0,2,0,0,0
47,South Africa vs Australia,South Africa,Keshav Maharaj,9,not out,0,2,0,0,0
10,South Africa vs Australia,Australia,Mitchell Marsh,1,c Temba Bavuma b Marco Jansen,7,15,0,0,46.667
47,South Africa vs Australia,Australia,Mitchell Marsh,1,c Temba Bavuma b Marco Jansen,7,15,0,0,46.667
10,South Africa vs Australia,Australia,David Warner,2,c Rassie van der Dussen b Lungi Ngidi,13,27,2,0,48.148
47,South Africa vs Australia,Australia,David Warner,2,c Rassie van der Dussen b Lungi Ngidi,13,27,2,0,48.148
10,South Africa vs Australia,Australia,Steve Smith,3,lbw b Kagiso Rabada,19,16,4,0,118.75
47,South Africa vs Australia,Australia,Steve Smith,3,lbw b Kagiso Rabada,19,16,4,0,118.75
10,South Africa vs Australia,Australia,Marnus Labuschagne,4,c Temba Bavuma b Keshav Maharaj,46,74,3,0,62.162
47,South Africa vs Australia,Australia,Marnus Labuschagne,4,c Temba Bavuma b Keshav Maharaj,46,74,3,0,62.162
10,South Africa vs Australia,Australia,Josh Inglis,5,b Kagiso Rabada,5,4,1,0,125
47,South Africa vs Australia,Australia,Josh Inglis,5,b Kagiso Rabada,5,4,1,0,125
10,South Africa vs Australia,Australia,Glenn Maxwell,6,c & b Keshav Maharaj,3,17,0,0,17.647
47,South Africa vs Australia,Australia,Glenn Maxwell,6,c & b Keshav Maharaj,3,17,0,0,17.647
10,South Africa vs Australia,Australia,Marcus Stoinis,7,c Quinton de Kock b Kagiso Rabada,5,4,1,0,125
47,South Africa vs Australia,Australia,Marcus Stoinis,7,c Quinton de Kock b Kagiso Rabada,5,4,1,0,125
10,South Africa vs Australia,Australia,Mitchell Starc,8,c Quinton de Kock b Marco Jansen,27,51,3,0,52.941
47,South Africa vs Australia,Australia,Mitchell Starc,8,c Quinton de Kock b Marco Jansen,27,51,3,0,52.941
10,South Africa vs Australia,Australia,Pat Cummins,9,c David Miller b Tabraiz Shamsi,22,21,4,0,104.762
47,South Africa vs Australia,Australia,Pat Cummins,9,c David Miller b Tabraiz Shamsi,22,21,4,0,104.762
10,South Africa vs Australia,Australia,Adam Zampa,10,not out,11,16,1,0,68.75
47,South Africa vs Australia,Australia,Adam Zampa,10,not out,11,16,1,0,68.75
10,South Africa vs Australia,Australia,Josh Hazlewood,11,c Kagiso Rabada b Tabraiz Shamsi,2,2,0,0,100
47,South Africa vs Australia,Australia,Josh Hazlewood,11,c Kagiso Rabada b Tabraiz Shamsi,2,2,0,0,100
10,South Africa vs Australia,South Africa,Quinton de Kock,1,c Pat Cummins b Josh Hazlewood,3,14,0,0,21.429
47,South Africa vs Australia,South Africa,Quinton de Kock,1,c Pat Cummins b Josh Hazlewood,3,14,0,0,21.429
10,South Africa vs Australia,South Africa,Temba Bavuma,2,c Josh Inglis b Mitchell Starc,0,4,0,0,0
47,South Africa vs Australia,South Africa,Temba Bavuma,2,c Josh Inglis b Mitchell Starc,0,4,0,0,0
10,South Africa vs Australia,South Africa,Rassie van der Dussen,3,c Steve Smith b Josh Hazlewood,6,31,0,0,19.355
47,South Africa vs Australia,South Africa,Rassie van der Dussen,3,c Steve Smith b Josh Hazlewood,6,31,0,0,19.355
10,South Africa vs Australia,South Africa,Aiden Markram,4,c David Warner b Mitchell Starc,10,20,2,0,50
47,South Africa vs Australia,South Africa,Aiden Markram,4,c David Warner b Mitchell Starc,10,20,2,0,50
10,South Africa vs Australia,South Africa,Heinrich Klaasen,5,b Travis Head,47,48,4,2,97.917
47,South Africa vs Australia,South Africa,Heinrich Klaasen,5,b Travis Head,47,48,4,2,97.917
10,South Africa vs Australia,South Africa,David Miller,6,c Travis Head b Pat Cummins,101,116,8,5,87.069
47,South Africa vs Australia,South Africa,David Miller,6,c Travis Head b Pat Cummins,101,116,8,5,87.069
10,South Africa vs Australia,South Africa,Marco Jansen,7,lbw b Travis Head,0,1,0,0,0
47,South Africa vs Australia,South Africa,Marco Jansen,7,lbw b Travis Head,0,1,0,0,0
10,South Africa vs Australia,South Africa,Gerald Coetzee,8,c Josh Inglis b Pat Cummins,19,39,2,0,48.718
47,South Africa vs Australia,South Africa,Gerald Coetzee,8,c Josh Inglis b Pat Cummins,19,39,2,0,48.718
10,South Africa vs Australia,South Africa,Keshav Maharaj,9,c Steve Smith b Mitchell Starc,4,8,0,0,50
47,South Africa vs Australia,South Africa,Keshav Maharaj,9,c Steve Smith b Mitchell Starc,4,8,0,0,50
10,South Africa vs Australia,South Africa,Kagiso Rabada,10,c Glenn Maxwell b Pat Cummins,10,12,0,1,83.333
47,South Africa vs Australia,South Africa,Kagiso Rabada,10,c Glenn Maxwell b Pat Cummins,10,12,0,1,83.333
10,South Africa vs Australia,South Africa,Tabraiz Shamsi,11,not out,1,5,0,0,20
47,South Africa vs Australia,South Africa,Tabraiz Shamsi,11,not out,1,5,0,0,20
10,South Africa vs Australia,Australia,Travis Head,1,b Keshav Maharaj,62,48,9,2,129.167
47,South Africa vs Australia,Australia,Travis Head,1,b Keshav Maharaj,62,48,9,2,129.167
10,South Africa vs Australia,Australia,David Warner,2,b Aiden Markram,29,18,1,4,161.111
47,South Africa vs Australia,Australia,David Warner,2,b Aiden Markram,29,18,1,4,161.111
10,South Africa vs Australia,Australia,Mitchell Marsh,3,c Rassie van der Dussen b Kagiso Rabada,0,6,0,0,0
47,South Africa vs Australia,Australia,Mitchell Marsh,3,c Rassie van der Dussen b Kagiso Rabada,0,6,0,0,0
10,South Africa vs Australia,Australia,Steve Smith,4,c Quinton de Kock b Gerald Coetzee,30,62,2,0,48.387
47,South Africa vs Australia,Australia,Steve Smith,4,c Quinton de Kock b Gerald Coetzee,30,62,2,0,48.387
10,South Africa vs Australia,Australia,Marnus Labuschagne,5,lbw b Tabraiz Shamsi,18,31,2,0,58.065
47,South Africa vs Australia,Australia,Marnus Labuschagne,5,lbw b Tabraiz Shamsi,18,31,2,0,58.065
10,South Africa vs Australia,Australia,Glenn Maxwell,6,b Tabraiz Shamsi,1,5,0,0,20
47,South Africa vs Australia,Australia,Glenn Maxwell,6,b Tabraiz Shamsi,1,5,0,0,20
10,South Africa vs Australia,Australia,Josh Inglis,7,b Gerald Coetzee,28,49,3,0,57.143
47,South Africa vs Australia,Australia,Josh Inglis,7,b Gerald Coetzee,28,49,3,0,57.143
10,South Africa vs Australia,Australia,Mitchell Starc,8,not out,16,38,2,0,42.105
47,South Africa vs Australia,Australia,Mitchell Starc,8,not out,16,38,2,0,42.105
10,South Africa vs Australia,Australia,Pat Cummins,9,not out,14,29,2,0,48.276
47,South Africa vs Australia,Australia,Pat Cummins,9,not out,14,29,2,0,48.276
11,Bangladesh vs New Zealand,Bangladesh,Litton Das,1,c Matt Henry b Trent Boult,0,1,0,0,0
11,Bangladesh vs New Zealand,Bangladesh,Tanzid Hasan,2,c Devon Conway b Lockie Ferguson,16,17,4,0,94.118
11,Bangladesh vs New Zealand,Bangladesh,Mehidy Hasan Miraz,3,c Matt Henry b Lockie Ferguson,30,46,4,0,65.217
11,Bangladesh vs New Zealand,Bangladesh,Najmul Hossain Shanto,4,c Devon Conway b Glenn Phillips,7,8,1,0,87.5
11,Bangladesh vs New Zealand,Bangladesh,Shakib Al Hasan,5,c Tom Latham b Lockie Ferguson,40,51,3,2,78.431
11,Bangladesh vs New Zealand,Bangladesh,Mushfiqur Rahim,6,b Matt Henry,66,75,6,2,88
11,Bangladesh vs New Zealand,Bangladesh,Towhid Hridoy,7,c Mitchell Santner b Trent Boult,13,25,0,0,52
11,Bangladesh vs New Zealand,Bangladesh,Mahmudullah,8,not out,41,49,2,2,83.673
11,Bangladesh vs New Zealand,Bangladesh,Taskin Ahmed,9,c Daryl Mitchell b Mitchell Santner,17,19,0,2,89.474
11,Bangladesh vs New Zealand,Bangladesh,Mustafizur Rahman,10,c Tom Latham b Matt Henry,4,10,0,0,40
11,Bangladesh vs New Zealand,Bangladesh,Shoriful Islam,11,not out,2,3,0,0,66.667
